case_order,UID,area,TimeZone,job,children,age,income,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,port_modem,tablet,phone,multiple_lines,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,tenure,monthly_charge,bandwidth_gb_year,timely_response,timely_fixes,timely_replacements,reliability,options,respectful_response,courteous_exchange,active_listening,internet_service_Fiber Optic,contract_One year,contract_Two Year,payment_method_Credit Card (automatic),payment_method_Electronic Check,payment_method_Mailed Check
4087,04188f9053842998a2fdffed439e1ec5,Suburban,America/Chicago,Fashion designer,3,1.0591246729591752,0.24604505869928578,Female,Yes,-0.9415924743909555,-1.657772526501367,2.0293073205191656,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,-1.2006433221485586,2.4458353011810336,-1.086906030811853,4,4,4,3,3,6,5,4,True,False,False,True,False,False
4088,98220de295dc3dd8d34002bb47c626ec,Suburban,America/New_York,"Nurse, adult",1,0.3827258051106398,-1.2018209746664856,Male,Yes,-0.02405822449961012,0.3252089645289763,-1.0058516991026796,0,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,-0.9611342393925273,-0.759808960070698,-1.0635143668031621,2,3,3,4,3,4,3,4,False,False,False,True,False,False
4089,c34e762fd3b8116b9f70f88f41dfc4f3,Rural,America/Phoenix,Financial adviser,0,0.4793542148032877,0.11976354877405763,Female,No,-1.925243851257331,1.9776935403875957,0.005867974104602262,2,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,-1.0361576670019472,-0.993574182425329,-1.009946247552465,5,5,3,3,3,4,5,4,False,False,True,True,False,False
4090,41f4cd7b393be21dc54713bccf547eeb,Rural,America/Chicago,"Editor, magazine features",0,-1.5498423887423185,0.34779512771948135,Male,No,-1.2627546477617007,-0.3357848658144715,1.0175876473118841,1,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,-1.1910292046305744,-0.8186828364651095,-1.1354102221855933,3,3,4,3,4,3,4,2,False,False,True,False,True,False
4091,d16f56f95d7d3235a0efac9ae6c88e38,Urban,America/Chicago,"Therapist, horticultural",0,-0.9217577257401072,-0.782678211609364,Male,No,0.5411633017425477,0.6557058797007002,2.0293073205191656,0,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,-1.1842896709609405,-0.2948192138759836,-1.2603253929055647,2,3,4,1,4,2,2,3,True,True,False,False,True,False
4092,6dbf8b83c328e160ecc8b3c6875d7cbd,Rural,America/New_York,Chartered loss adjuster,4,-1.3565855693570228,0.375338430245135,Female,No,1.3251456999746443,-0.6662817809861953,4.0527466669337295,0,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,-0.8564450641108627,-0.061293855817409905,-0.9412423676470871,4,5,4,4,4,3,4,5,True,False,True,False,False,False
4093,d908f64a02f54e9675d7ae28d32b3c66,Urban,America/Denver,Landscape architect,1,0.4793542148032877,-1.012795007360304,Male,Yes,0.11948835010388623,0.3252089645289763,0.005867974104602262,2,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,-0.96302870621508,-0.0037823154734204236,-1.0415829961544334,2,2,3,4,3,3,3,3,True,False,False,False,False,True
4094,b2d04ee1e5b0881c22cd32ef6992725e,Urban,America/Indiana/Indianapolis,Cartographer,0,-0.7768151112011352,-0.8858106233349852,Male,Yes,-1.573843465731185,0.986202794872424,2.0293073205191656,0,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,-1.0235082349148366,-0.23659273820296906,-0.8878113511679172,5,6,5,4,4,5,4,4,False,False,False,False,False,False
4095,79ae80df8690a5cfefef7c2bbf62f7d4,Rural,America/Chicago,Community pharmacist,7,-1.1633287499717269,1.654087351995488,Male,No,0.05067486913280149,-0.6662817809861953,-1.0058516991026796,0,No,No,No,Yes,No,No,No,No,No,No,No,Yes,-1.0806744038080205,-1.4012200604053366,-1.1635141906186206,3,4,3,4,5,2,4,4,True,False,False,False,False,False
4096,d26ac29f9008367b07445939bba83d68,Suburban,America/Chicago,Theme park manager,3,0.7692394438812314,-1.1029355963529164,Male,No,0.22006732749159563,0.986202794872424,2.0293073205191656,2,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,-0.627862153201261,0.46146126769479134,-0.681499466674859,3,5,3,3,4,3,2,3,True,False,False,False,True,False
4097,a015f15a0dbe1c0c72fc1c332fd60c71,Urban,America/Los_Angeles,Investment analyst,6,-1.6947850032812906,-0.6767183451915012,Male,No,0.6697206482368717,1.316699710044148,0.005867974104602262,0,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,-0.8761033767366355,-0.003507519483762699,-0.8442511951540851,3,3,4,4,3,3,4,3,True,False,False,True,False,False
4098,552c2d2ffd07853dad2af68dd023ca56,Urban,America/Chicago,"Producer, television/film/video",4,0.8175536487275554,0.02965168470682726,Female,No,1.5035506476372986,-1.657772526501367,0.005867974104602262,2,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,-0.608301413577748,-0.8193954430145611,-0.7469900391850521,3,3,3,4,3,4,3,5,True,True,False,False,False,False
4099,6eb0ceaec2d2aa1bb37d182cc0842ada,Rural,America/Chicago,Geophysical data processor,4,0.09284057603269602,-0.8429970086247169,Female,Yes,-2.5996835080383147,-0.0052879506427475865,-1.0058516991026796,0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,-1.0705844855375453,1.3392714400815449,-0.9872389473846732,3,4,3,6,3,4,5,5,False,False,False,False,False,True
4100,82f105aefe6a766a04db6e728cfe35f0,Urban,America/Chicago,Podiatrist,1,0.8175536487275554,-0.4198469411624362,Female,Yes,-0.8778413778852946,1.316699710044148,0.005867974104602262,0,No,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,-0.7433208918788293,0.22921673840157164,-0.8512317949278497,4,3,2,3,5,4,6,4,True,False,False,False,True,False
4101,ba81958f5e5dcc0bc9b8e535976a9c84,Rural,America/Indiana/Indianapolis,Technical brewer,2,0.6726110341885836,-0.022339720977380025,Female,No,-0.5579537895976793,0.986202794872424,0.005867974104602262,0,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,-0.8538268552168994,1.688851528179101,-0.7780541943155039,4,3,3,4,1,5,4,5,True,True,False,False,False,False
4102,40c933e6e385a107ee0a7fbb36d97c86,Rural,America/New_York,Tax inspector,1,-1.6464707984349665,-1.067192568831149,Male,Yes,-0.49434584448811963,0.986202794872424,1.0175876473118841,0,No,Yes,No,No,No,No,Yes,Yes,No,Yes,Yes,No,-1.0930862947993203,1.1644662589655397,-0.7810010140475774,2,3,3,3,3,4,4,4,False,False,True,True,False,False
4103,9e57307772b5ecd3ccadacf8bcbc4657,Rural,America/New_York,Clinical molecular geneticist,4,-1.1633287499717269,-1.1471535407485323,Female,Yes,0.19729751857177602,-0.9967786961579193,1.0175876473118841,1,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,-1.0397726710976756,1.1070245820087516,-0.9217266389632023,5,5,5,4,3,5,5,5,False,True,False,False,True,False
4104,b54cbf69b1e3b255e72afd8cdb49307f,Suburban,America/New_York,Advertising copywriter,1,0.3827258051106398,-0.7707250963633209,Male,No,1.2193581624001397,0.3252089645289763,-1.0058516991026796,0,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,-0.5189464785240486,0.4621622303463757,-0.5941436597750238,2,2,2,5,4,3,3,4,True,True,False,False,False,False
4105,db5f07b70935aadd96ffb94e3fb24e19,Urban,America/Chicago,Graphic designer,1,-1.018386135432755,-0.4367173380794469,Male,No,0.01453082179785771,-0.0052879506427475865,1.0175876473118841,1,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,-0.7324456622161376,-0.2948192138759836,-0.7952399451544658,4,4,4,2,5,3,3,4,True,False,False,False,False,False
4106,7df6ba865abcd92b8681354be313b4fc,Suburban,America/New_York,Chartered accountant,3,-1.211642954818051,-0.7757487666468148,Female,Yes,-1.2719049118834052,0.3252089645289763,-1.0058516991026796,1,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,-0.26663290580909904,1.9211263316067744,0.027494542650404505,3,2,4,6,2,4,2,5,False,True,False,True,False,False
4107,526be0d6dfe1819c781163a8246c8eec,Rural,America/Chicago,Cabin crew,1,1.4939525165760907,-0.5740994358356739,Male,Yes,-1.4222437850066225,0.3252089645289763,-1.0058516991026796,0,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,-0.8610589812719713,1.6885324853775492,-0.8402728282547984,5,4,4,4,2,4,3,4,True,False,False,False,False,False
4108,a5c90a76887c02223f679a1f68fb3e72,Suburban,America/New_York,"Clinical scientist, histocompatibility and immunogenetics",0,-1.3565855693570228,-0.8871440272786486,Male,No,0.661766672777425,-1.3272756113296431,0.005867974104602262,0,No,Yes,No,Yes,No,No,No,No,No,No,No,No,-1.1791794173340744,-1.8669750435678607,-1.164567982624137,3,2,2,4,2,4,4,4,False,False,True,False,False,False
4109,bcf611ee8c4a1f204f8ba9b744c11dbc,Rural,America/Chicago,Meteorologist,2,1.300695697190795,-1.259537860848153,Female,Yes,0.5913502994133721,-0.3357848658144715,0.005867974104602262,2,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,-0.9217043840755694,0.22873700980945702,-1.0724487745415168,2,2,2,5,1,3,3,4,True,False,False,False,True,False
4110,20b001383583da602d41b70f58b19c3e,Suburban,America/New_York,"Surveyor, quantity",0,-0.19704465304524774,-1.0018770533141423,Female,No,-1.7490513655475708,0.3252089645289763,-1.0058516991026796,0,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,-0.592704860813476,0.811404645405793,-0.6440369332573469,3,3,4,4,4,4,4,3,True,False,False,False,False,True
4111,b4cb539bd42c2f79f2cbee694b3a120f,Rural,America/Chicago,"Designer, fashion/clothing",0,0.3827258051106398,-0.6794837398597693,Female,No,0.3368835712164617,-0.3357848658144715,-1.0058516991026796,1,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,-1.149909521062857,-0.23653917627278173,-1.0657165989765407,4,3,2,4,4,4,2,2,False,False,False,False,True,False
4112,f596d6cfb755dcc840a5c051aa5e8603,Rural,America/Chicago,Manufacturing engineer,0,-1.5981565935886426,1.590452421927689,Female,No,0.7387928770365905,0.3252089645289763,0.005867974104602262,1,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,-0.7071716073014058,-0.8175952964043446,-0.8420895073631196,3,3,3,4,4,4,3,3,False,False,True,False,True,False
4113,787fc49122fc5ae206174732856ba3e4,Urban,America/Los_Angeles,Medical physicist,0,0.3827258051106398,0.13196490411599554,Male,Yes,-0.38313501963266855,-0.0052879506427475865,-1.0058516991026796,0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,-1.209436956610721,0.22990139959614317,-1.288489006249714,3,3,4,2,3,3,4,2,True,False,False,False,False,True
4114,30ae11a34e04bbda7a79ecd1568c1acb,Suburban,America/Chicago,Oceanographer,4,0.3827258051106398,-0.29249232476552545,Male,No,-0.38953247568661614,-0.6662817809861953,-1.0058516991026796,0,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,-1.055256636719418,-1.0514396972644708,-1.1535367259354976,4,3,4,3,3,5,5,4,False,True,False,False,True,False
4115,654576ca321fc8d889d0a66e75aac6a3,Rural,America/Chicago,International aid/development worker,3,1.0591246729591752,-1.2334627211753626,Female,Yes,-2.7343839312277876,-1.3272756113296431,0.005867974104602262,0,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,-0.8903248309109245,-0.2948378441125705,-0.9722627049889452,3,3,1,2,4,2,3,3,False,False,False,False,False,True
4116,055d2476fdc44957cdedacb7a750f82e,Urban,America/Los_Angeles,"Administrator, charities/voluntary organisations",0,-0.7768151112011352,-0.9385158966092444,Male,No,-1.1617317666316194,-0.3357848658144715,-1.0058516991026796,0,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,-0.9384870539211844,-0.7605099227222823,-1.0146788881442674,3,2,3,4,4,4,5,3,False,False,False,True,False,False
4117,d0e69b58e86d10ae94ec3a6f5e6c82d6,Urban,America/Denver,"Surveyor, planning and development",0,-0.3903014724305436,-1.151911594129419,Female,Yes,-1.4086528032804992,1.6471966252158718,3.0410269937264474,0,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,-0.8620952216835647,-0.761276091201922,-0.7852260515288548,5,6,5,4,2,3,4,3,False,False,False,False,False,True
4118,a128673aae5026cc4480cdb5d8f7581c,Rural,America/Indiana/Indianapolis,Waste management officer,8,-1.3565855693570228,-1.175805767245419,Female,No,-0.31321362750443144,1.316699710044148,-1.0058516991026796,0,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,-0.8328093279782559,0.6944067596395954,-0.7863132612452068,2,4,2,4,2,3,3,3,True,False,True,False,False,True
4119,f84df3f7cf84bba0cd85a9f725ff77ad,Suburban,America/New_York,Proofreader,3,1.6872093359613867,-1.3618712940937008,Female,Yes,-1.689674115454253,-0.0052879506427475865,1.0175876473118841,0,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,-0.8273637711583539,0.3500431377863924,-0.8466639293567494,2,3,3,4,2,4,3,4,False,False,False,False,False,False
4120,276bc5467c1f4bf77d099c2b6b813e1e,Rural,America/New_York,Phytotherapist,3,0.14115478087901998,0.5433139920481458,Female,No,0.29651890994950864,-0.9967786961579193,0.005867974104602262,0,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,-1.0568677636454868,-0.5281699134665545,-0.9626665081513243,5,6,5,3,3,4,4,5,False,True,False,False,False,False
4121,0bfb569c6b44d5997be7b38e09490e57,Rural,America/New_York,Records manager,0,0.14115478087901998,0.56491619982162,Male,No,-1.7875637956048713,-0.3357848658144715,-1.0058516991026796,1,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,-0.8622918804478087,-0.5857117279449975,-1.0041394057504047,5,4,4,5,3,4,4,3,True,False,False,False,False,True
4122,743c11c1f6b5e69b3e6e635bc4ded754,Suburban,America/New_York,Commercial/residential surveyor,1,-1.6947850032812906,-0.07994383522976921,Female,Yes,0.2694646402308739,-1.657772526501367,0.005867974104602262,0,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,-0.6532061732532719,-0.29413921024055895,-0.7003994833527426,4,3,5,2,3,3,4,4,False,False,False,False,False,True
4123,27199bf6017cd55aefda638139a80746,Urban,America/Detroit,"Surveyor, quantity",3,1.6872093359613867,-0.616302379910041,Male,No,-0.9495871102234736,0.6557058797007002,1.0175876473118841,1,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,-1.149052920868602,-1.283700528014704,-1.2967793512092878,3,3,3,3,4,2,3,3,False,False,False,False,False,False
4124,08b970b35d906568e214c0c4d993606c,Rural,America/Chicago,"Scientist, research (medical)",4,1.6872093359613867,-1.0679128197379524,Female,Yes,-0.9080644684143466,0.6557058797007002,1.0175876473118841,1,No,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,-1.0611253502533826,1.4562017912401144,-0.8077794897078459,2,3,3,4,3,4,4,4,False,True,False,False,False,False
4125,b02c7d8445512bd0dcae74bc2d78badf,Suburban,America/Chicago,Management consultant,2,-0.6801867015084874,-0.7114187643105104,Female,No,-2.454063254408193,-1.9882694416730908,1.0175876473118841,0,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,-1.12319217991354,-1.05220586574411,-1.0664694892625302,5,4,4,2,3,6,4,4,False,True,False,False,True,False
4126,71ba1e66c37b7410093fb1b6854cf851,Suburban,America/New_York,"Engineer, technical sales",3,1.107438877805499,0.26903528323752035,Male,Yes,-0.25656667105741743,1.316699710044148,0.005867974104602262,0,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,-1.001973608583211,-0.8187154393791365,-1.105940637522741,3,4,4,6,2,3,5,5,False,False,False,True,False,False
4127,cf5d93c4cbcb58acc8f35578b19d2548,Urban,America/New_York,"Geneticist, molecular",0,-1.211642954818051,-0.2890995919120604,Nonbinary,No,-1.6590726482303404,-0.6662817809861953,3.0410269937264474,1,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,-0.6235114562322945,-0.7015242649083493,-0.5391697386459209,4,5,5,3,4,4,4,3,False,False,False,False,True,False
4128,5497a781a561b9514307ed59f46875bd,Urban,America/Chicago,"Lecturer, further education",0,0.5276684196496116,-0.8542234896472052,Female,Yes,-0.5713824658676587,0.986202794872424,1.0175876473118841,1,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,-1.1452022288077257,-0.003915055909102388,-1.1190726849321309,4,4,4,4,1,6,4,5,False,False,False,False,False,True
4129,48e2c0ed4f56d7a17f8374daeda782cc,Urban,America/Chicago,Government social research officer,0,-0.6318724966621634,2.208098249894839,Female,Yes,-0.6081854800752678,-2.3187663568448147,0.005867974104602262,0,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,-0.9693637657532546,0.9319003580911953,-0.7664952607522151,2,3,2,4,4,2,2,2,False,True,False,False,False,False
4130,b1d00fe27a02a08c8ac19f723f77ca98,Suburban,America/Chicago,Chief Strategy Officer,0,1.6388951311150628,3.0032183696200607,Male,Yes,-0.9321061741281677,0.6557058797007002,1.0175876473118841,0,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,-1.198045838062827,-0.0042946469795620106,-1.1268727811424115,3,3,3,3,3,2,3,4,False,False,False,False,True,False
4131,6ff902aebc20feaaaeed945ef58849e3,Rural,America/New_York,Fitness centre manager,1,0.09284057603269602,0.03794786871163165,Female,Yes,-0.3088461657787688,-0.3357848658144715,1.0175876473118841,1,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,-0.6016259831014589,1.5716952854019142,-0.6075496268478601,5,4,5,3,4,4,3,2,True,False,False,False,False,False
4132,5dd88a4972c602eaf3095bf5a2a5654b,Urban,America/Anchorage,Special educational needs teacher,1,-1.5498423887423185,-0.8010933711802574,Male,No,0.03083529536323032,1.316699710044148,0.005867974104602262,0,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,-1.0549055251872563,1.1644662589655397,-0.746146131458087,5,5,4,3,3,3,3,4,False,False,True,False,False,False
4133,a10d8433f27388e17e91a6e3e2de3208,Rural,America/New_York,Broadcast journalist,3,0.6726110341885836,-1.161938720860027,Female,No,0.8983361161002262,0.6557058797007002,1.0175876473118841,0,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,-1.141188688162458,-0.993574182425329,-1.0778208258129511,4,3,4,4,3,3,3,5,False,False,True,False,False,False
4134,75a6def524c6abd9cf2b09ea8d5dfab3,Rural,America/Chicago,Proofreader,1,0.8658678535738794,-0.8560913190544593,Male,No,0.9163678154307685,-0.0052879506427475865,0.005867974104602262,0,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,-0.7532048857317452,-0.5281699134665545,-0.6907379900016439,4,5,5,3,3,5,5,5,False,True,False,True,False,False
4135,5587dd232c41149aebc9d590a12b927f,Rural,America/Chicago,"Civil engineer, consulting",0,0.4793542148032877,0.29649985818990443,Male,Yes,-1.0983230909537227,0.6557058797007002,-1.0058516991026796,1,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,-1.123963914287225,-0.7019434452315562,-1.020383485998931,5,6,5,5,2,5,4,5,False,False,False,False,False,True
4136,d6af1e3fd82758eaecc7f89fba839deb,Urban,America/Chicago,Meteorologist,1,-1.6464707984349665,-1.291809782571894,Male,Yes,0.7927300380419072,-0.6662817809861953,-1.0058516991026796,0,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,-0.4684970762666383,1.6305808056941924,-0.35501608562449477,4,4,3,3,4,5,4,3,False,False,False,False,True,False
4137,766c436d19c42b67498acf2bcf73d423,Suburban,America/Detroit,Barrister's clerk,3,-0.5835582918158394,0.14468118034256108,Male,No,1.3229950686717098,-0.3357848658144715,0.005867974104602262,0,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,-1.1043352517520617,-1.8072569845781017,-1.1879497722312446,4,5,5,4,4,5,3,3,False,False,False,False,True,False
4138,fb64fb106351583461edfe25d9848cc1,Suburban,America/New_York,Oncologist,3,-1.4048997742033467,-0.394469001530402,Male,No,0.11716634036899863,-0.0052879506427475865,-1.0058516991026796,0,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,-0.9253750955481694,-0.6442362874034037,-1.025460312459969,6,5,7,5,2,5,5,5,True,False,False,False,True,False
4139,2dfe43f0961d92e97c9c816be298003d,Suburban,America/New_York,"Designer, television/film set",0,1.1557530826518232,2.529785497590746,Male,Yes,1.5385353702855047,0.6557058797007002,0.005867974104602262,1,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,-1.1113281348566324,1.5716952854019142,-1.1384752288587563,4,3,5,2,6,2,3,2,True,True,False,True,False,False
4140,3f645af02253c94c260bbf4d05d988b7,Urban,America/Chicago,Careers adviser,0,0.5759826244959356,0.10400172119957138,Male,No,0.984378170024663,0.986202794872424,1.0175876473118841,0,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,-0.6546618262986087,0.17053149315260288,-0.787757887743628,2,2,2,4,4,2,3,1,True,False,True,False,False,True
4141,d818c60d7808ae940eb1d81437e290fd,Urban,America/Chicago,"Radiographer, diagnostic",1,-0.5352440869695154,-0.596493884143761,Male,No,-0.6451894438952442,1.316699710044148,-1.0058516991026796,0,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,-1.1172373525322326,-0.23669753328377097,-0.959520660930239,4,4,3,3,3,3,3,3,False,False,True,False,True,False
4142,aaf658e9593b22e5a0fde1d061898001,Rural,America/New_York,Analytical chemist,3,-0.4869298821231915,-0.14953120816841697,Female,No,-0.8354457141816327,-0.9967786961579193,1.0175876473118841,0,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,-1.2144506205291485,-1.3427513916566918,-1.338090746095542,3,3,3,2,3,4,4,4,False,False,False,False,False,True
4143,d169213c683ac2d73f0ed082c3a24c85,Rural,America/Chicago,Herbalist,0,0.3827258051106398,-0.384530177348191,Male,No,0.5799821967605165,-1.657772526501367,0.005867974104602262,2,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,-0.36245488868697523,-0.8193954430145611,-0.5245519015066573,3,2,3,2,4,2,2,1,True,False,False,True,False,False
4144,37c0c1ebaffd51279e1c7379d08600de,Suburban,America/New_York,Film/video editor,2,-1.2599571596643748,-0.9785995795220866,Male,No,0.740540264970225,0.986202794872424,-1.0058516991026796,0,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,-1.234358651966518,-0.004208482135347705,-1.2648514495334664,2,2,2,4,4,2,4,2,True,False,True,False,True,False
4145,ad7d9b15508afcbb749d6e9182063cea,Urban,America/Chicago,Radio broadcast assistant,0,1.107438877805499,1.5133575592317656,Female,No,2.3867141129101976,-1.657772526501367,2.0293073205191656,0,No,No,No,No,No,No,No,No,No,Yes,No,Yes,-1.0564318619307416,-0.8193954430145611,-1.2566587058034941,4,3,3,3,2,4,3,3,True,False,False,False,True,False
4146,b374aaed9bf79d721fe64ecffc18e888,Rural,America/Chicago,Diagnostic radiographer,1,1.5905809262687387,0.6876007107573324,Female,Yes,-0.5819188790713331,1.6471966252158718,0.005867974104602262,1,No,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,-1.1486204228632377,-1.0514396972644708,-1.3635353577489902,4,4,2,5,4,3,3,4,False,False,False,False,True,False
4147,8b635c43135cf972b2a4c5eda313c55b,Urban,America/New_York,Acupuncturist,0,1.1557530826518232,-0.49461260250144967,Female,Yes,-0.7170154888711427,-0.9967786961579193,0.005867974104602262,0,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,-0.9115779704767296,-0.8187154393791365,-1.0816120882379932,3,2,2,3,4,3,2,4,False,False,False,True,False,False
4148,90240302d8cdf7da6f4d1720dd5d0792,Rural,America/Chicago,Web designer,3,-0.4386156772768675,-0.9209873088094039,Male,No,0.7357383085141411,-0.6662817809861953,-1.0058516991026796,0,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,-1.0919492289520587,-1.5756642806874692,-1.0623459054067597,3,4,4,2,4,3,5,3,False,False,False,True,False,False
4149,dca22d8fe6fbea3925afa092cfc6bd23,Suburban,America/Chicago,Mechanical engineer,3,-1.5015281838959946,1.8354242596456822,Female,No,0.6542293821329215,0.3252089645289763,0.005867974104602262,1,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,-1.20562797889926,-1.05220586574411,-1.1086088102125715,3,4,4,2,4,3,2,2,False,False,False,False,False,False
4150,883ade25ef8d113be94d8d3f8643c02c,Urban,America/Chicago,Metallurgist,4,0.6726110341885836,0.7557259495311599,Female,No,0.156734595981584,0.3252089645289763,0.005867974104602262,1,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,-0.9058854556317291,-1.0509553111132093,-1.0537681680607807,3,2,2,3,5,3,4,4,True,True,False,False,True,False
4151,7be32cdc57245114f9b4ee118770f008,Rural,America/Los_Angeles,Jewellery designer,3,0.2377831905716679,-0.8918896686547404,Female,No,-0.8899467438316876,1.6471966252158718,-1.0058516991026796,0,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,-0.9137979453730992,-1.0513628475385493,-0.8790101202187577,2,4,3,4,3,3,3,5,False,False,False,False,False,True
4152,62201f1666e28b2295f873f707cef425,Suburban,America/Chicago,"Administrator, sports",2,-0.2453588578915717,1.4943409493713897,Female,No,-1.769240080867728,-0.0052879506427475865,0.005867974104602262,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,-1.0858468696785752,0.46258141066958264,-1.1883633032860985,3,5,3,4,2,5,5,4,True,True,False,False,True,False
4153,648b8827d072a06b1d0743865397bbd6,Urban,America/Los_Angeles,Health visitor,7,1.5422667214224148,0.2574438892740667,Male,No,0.3126486447215179,-0.9967786961579193,-1.0058516991026796,1,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,-0.5515131698828507,-1.0509553111132093,-0.6495005767493127,3,4,2,2,5,2,2,3,True,False,True,False,False,False
4154,652845a6b6dba705e991307dc56df298,Urban,America/Chicago,Records manager,2,1.4456383117297669,-0.7809015217801741,Male,No,-0.22484620348369708,0.3252089645289763,3.0410269937264474,0,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,-0.8280724990894948,-0.5864499510697564,-0.9914498501397231,4,5,5,3,4,4,3,2,True,True,False,True,False,False
4155,ba54bb0a257468df5ecfec9bfdd74180,Rural,America/Chicago,Special educational needs teacher,1,-0.9217577257401072,-0.6155980872951166,Female,Yes,0.2434957672479391,-0.0052879506427475865,-1.0058516991026796,0,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,-1.1549223151444428,0.22921673840157164,-1.2053143743781638,5,3,4,4,4,4,3,4,True,False,False,False,False,False
4156,08f9f65a299633a6d240f415ca416745,Rural,America/Denver,"Programmer, applications",1,-0.05210203850627586,-0.08398447473351958,Female,Yes,0.3186872141767888,0.6557058797007002,-1.0058516991026796,1,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,-1.212737268864666,0.11704408391140037,-1.2074679096350276,4,5,5,4,4,5,3,4,False,False,True,True,False,False
